arm,seed,split_id,candidate_id,selection_score,is_score,oos_score,dsr,leakage_audit_pass,pi_invariance_pass,constraint_violations,candidate_values,is_cumulative_return,is_annualized_return,is_sharpe,is_max_drawdown,is_calmar,is_sortino,is_turnover,is_cost_paid,is_leakage_violations,is_pi_invariance_pass,is_constraint_violations,is_n_days,oos_cumulative_return,oos_annualized_return,oos_sharpe,oos_max_drawdown,oos_calmar,oos_sortino,oos_turnover,oos_cost_paid,oos_leakage_violations,oos_pi_invariance_pass,oos_constraint_violations,oos_n_days
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-0,11.71597852279899,0.3615669478475981,0.5784568862855692,12.21597852279899,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'M', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.446888402303967,0.06002470131688886,0.3615669478475981,-0.4484048970685921,0.13386272475901828,0.4439266824405472,0.047589229805886035,0.038000000000000006,0,False,1,1597,0.12648633531159503,0.05803919239355859,0.5784568862855692,-0.10502841990179168,0.5526046421323768,0.8635238497762577,0.045112781954887216,0.012,0,False,1,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-1,24.060892781416058,0.6830919620867218,1.3298498460391228,25.060892781416058,False,True,2,"{'missing_policy': 'ffill_one', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': False, 'rebalance': 'M', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",1.198627577151513,0.13237460103626564,0.6830919620867218,-0.41539167188658965,0.318674181490106,0.8565134009904927,0.0409100396576915,0.03266666666666666,1,False,2,1597,0.32237393621862576,0.14152021482979293,1.3298498460391228,-0.07175818202907147,1.9721822770323068,1.6935575394548072,0.03508771929824561,0.009333333333333332,1,False,2,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-2,11.057959917195157,0.3450958809897988,0.4305396269611574,11.557959917195157,False,True,1,"{'missing_policy': 'ffill_one', 'data_sanitizer': 'raw', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.3480598897418745,0.04825652313839335,0.3450958809897988,-0.3847395141313289,0.12542648042623775,0.4593997595396238,0.1474639949906074,0.11775,1,True,1,1597,0.08334163967621278,0.0386466822491871,0.4305396269611574,-0.07821839165211841,0.49408689481970985,0.5852350416602035,0.15601503759398497,0.0415,1,True,1,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-3,10.984579422631256,0.3573585788507426,0.141417065671241,12.047854313050793,True,True,2,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'D', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 3, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.3766740776231383,0.05173658032192918,0.3573585788507426,-0.4466703100187279,0.11582722012519699,0.4798750390109928,0.41327489041953663,0.33,0,False,2,1597,0.019481906714545305,0.009181423190811389,0.141417065671241,-0.08945240076616501,0.1026403216925646,0.19235213662991252,0.4323308270676692,0.11499999999999999,0,False,2,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-4,10.984579422631256,0.3573585788507426,0.141417065671241,12.047854313050793,True,True,2,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'D', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 3, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.3766740776231383,0.05173658032192918,0.3573585788507426,-0.4466703100187279,0.11582722012519699,0.4798750390109928,0.41327489041953663,0.33,0,False,2,1597,0.019481906714545305,0.009181423190811389,0.141417065671241,-0.08945240076616501,0.1026403216925646,0.19235213662991252,0.4323308270676692,0.11499999999999999,0,False,2,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-5,92.94890960203806,2.4199648323208143,4.0783460298628915,94.44890960203806,False,True,3,"{'missing_policy': 'drop_missing', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'retry', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 3, 'threshold': -999.0, 'policy_risk_rule': 'none'}",40.56872950561326,0.8006723810729135,2.4199648323208143,-0.2733367802000797,2.929252259746492,3.3070623934344883,0.30098100605301603,0.24033333333333334,1,False,3,1597,1.566693222146041,0.5628380734040535,4.0783460298628915,-0.042529186665913876,13.234160291505285,6.446724740423057,0.29699248120300753,0.079,1,False,3,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-6,10.557959917195157,0.3450958809897988,0.4305396269611574,11.557959917195157,False,True,2,"{'missing_policy': 'strict', 'data_sanitizer': 'raw', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.3480598897418745,0.04825652313839335,0.3450958809897988,-0.3847395141313289,0.12542648042623775,0.4593997595396238,0.1474639949906074,0.11775,1,True,2,1597,0.08334163967621278,0.0386466822491871,0.4305396269611574,-0.07821839165211841,0.49408689481970985,0.5852350416602035,0.15601503759398497,0.0415,1,True,2,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-7,11.71597852279899,0.3615669478475981,0.5784568862855692,12.21597852279899,True,True,1,"{'missing_policy': 'drop_missing', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'M', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.446888402303967,0.06002470131688886,0.3615669478475981,-0.4484048970685921,0.13386272475901828,0.4439266824405472,0.047589229805886035,0.038000000000000006,0,False,1,1597,0.12648633531159503,0.05803919239355859,0.5784568862855692,-0.10502841990179168,0.5526046421323768,0.8635238497762577,0.045112781954887216,0.012,0,False,1,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-8,19.420136228957574,0.5669277521459255,1.241417927414846,20.420136228957574,False,True,2,"{'missing_policy': 'drop_missing', 'data_sanitizer': 'raw', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': False, 'rebalance': 'M', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.9411033270864118,0.1103320785212496,0.5669277521459255,-0.4518828196899436,0.24416081717148092,0.7137152876047231,0.048215403882279274,0.0385,1,False,2,1597,0.3106723958930504,0.13672425008052524,1.241417927414846,-0.06161038760126136,2.219175295007007,1.6317713992657399,0.041353383458646614,0.011,1,False,2,532
MetaHarness Unconstrained,0,0,MetaHarness Unconstrained-0-9,98.09824183254914,2.5488593570644387,4.422986894416597,99.59824183254914,False,True,3,"{'missing_policy': 'drop_missing', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 2, 'threshold': -999.0, 'policy_risk_rule': 'none'}",21.561714337811406,0.6351459522813041,2.5488593570644387,-0.17506198776744797,3.6281203040207157,3.644833851366283,0.23055729492798993,0.18409999999999999,1,False,3,1597,1.235570882832318,0.46386082805300677,4.422986894416597,-0.03259717891622105,14.230091175840366,7.1474981855101225,0.21973684210526317,0.05845,1,False,3,532
