arm,seed,split_id,candidate_id,reason,validation_score,locked_score_if_computed,why_not_selected
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-4,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.1342153614596851,-0.144130263187098,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-5,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1264771155299853,-0.104548953795323,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-11,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1249049411877139,-0.187438747318077,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-6,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1238856390630267,-0.1034919857689242,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-7,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1238856390630267,-0.1034919857689242,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,2,Unconstrained Portfolio Harness Search-0-5,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.1234598335149544,0.1222147026946516,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-4,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1212853425244236,-0.1030192226768042,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-8,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.1132820408470357,-0.2008974382155704,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-7,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1099077041253798,-0.1895596986794475,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-1,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1087149910704228,-0.1910022877172604,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,0,Unconstrained Portfolio Harness Search-0-6,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.1081994445628696,-0.1655280931692018,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,0,Unconstrained Portfolio Harness Search-0-3,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.1080884282566226,-0.1755117437051896,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,0,Unconstrained Portfolio Harness Search-0-4,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.1080120096496157,-0.1494019812381838,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-5,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1048588458033232,-0.1552759069577457,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-9,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1038614012762443,-0.1879313149750396,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,6,Unconstrained Portfolio Harness Search-0-8,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.1013085855529248,0.041568713269453,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-6,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1011612627403739,-0.153074786335326,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-7,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.1011612627403739,-0.153074786335326,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-10,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.0997395517405972,-0.1606229977911667,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-4,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0981730442788061,-0.15195274313561,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,4,Unconstrained Portfolio Harness Search-0-5,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.0974711425056114,0.2279616907274276,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,6,Unconstrained Portfolio Harness Search-0-11,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0974611424796436,0.0385389687882268,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-1,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0958150274809936,-0.1502782739452159,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-11,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0955769782064572,-0.1853545892858022,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-10,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0955769782064572,-0.1853545892858022,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,6,Unconstrained Portfolio Harness Search-0-7,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0938659962538754,0.0446441913949626,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,6,Unconstrained Portfolio Harness Search-0-1,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.093559280320006,0.0377111656988558,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,0,Unconstrained Portfolio Harness Search-0-10,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.0933081610069973,-0.1449748352766376,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-8,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0911118731805791,-0.1829904263480562,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-2,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0895962674984255,-0.1467919986711111,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-3,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0895962674984255,-0.1467919986711111,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,3,Unconstrained Portfolio Harness Search-0-5,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.0883369962231497,0.3121416817998969,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,0,Portfolio Strategy Tuning Baseline-0-0,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0862726643965562,-0.1444064359137723,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-5,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0852570938474688,0.0409922791808317,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-6,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0832936786250624,0.0418628908495746,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-7,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0832936786250624,0.0418628908495746,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-4,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0821275713286363,0.0421301805427183,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-1,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.06268274795167,-0.2273154446341922,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-3,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0579298086455114,-0.2242779455805675,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-2,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0579298086455114,-0.2242779455805675,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-3,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.0561605664615044,-0.2491474716247946,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-0,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0550462223556772,-0.2217676158989942,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-9,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0538847796813894,-0.2613656705289351,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,1,Unconstrained Portfolio Harness Search-0-6,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.0533721630220991,-0.2250849497768976,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-11,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0459907040630632,-0.2568002764719652,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-10,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0459907040630632,-0.2568002764719652,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,1,Portfolio Strategy Tuning Baseline-0-8,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0419897179595438,-0.2544913527482543,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,6,Unconstrained Portfolio Harness Search-0-6,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.0389501796048232,-0.0152401352086236,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,0,Unconstrained Portfolio Harness Search-0-0,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.037385015697856,-0.230835090071381,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,6,Unconstrained Portfolio Harness Search-0-0,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0289000093027684,-0.0290862390127471,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-9,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0241069681149322,-0.0247153398456981,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-1,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0212271672632913,0.0156947764555703,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,6,Unconstrained Portfolio Harness Search-0-3,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED;LOOSE_COST_ACCOUNTING,0.0193612323096121,-0.034063621936275,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-11,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0180403448473062,-0.0231355301230768,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-10,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0180403448473062,-0.0231355301230768,FAILED_HARD_GATE
Unconstrained Portfolio Harness Search,0,5,Unconstrained Portfolio Harness Search-0-4,POLICY_SPECIFICATION_CHANGED;FUTURE_RETURN_LEAKAGE;CLEAN_PANEL_W_STAR_CHANGED,0.0169148593520887,-0.034072056412518,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-3,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0160086031114357,0.0162649909507944,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-2,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0160086031114357,0.0162649909507944,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-0,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0123719152473498,0.0161465048656344,FAILED_HARD_GATE
Portfolio Strategy Tuning Baseline,0,6,Portfolio Strategy Tuning Baseline-0-8,POLICY_SPECIFICATION_CHANGED;CLEAN_PANEL_W_STAR_CHANGED,0.0114737608495592,-0.0223002990277741,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,4,TASE Typed Portfolio Harness Reconstruction-0-9,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,4,TASE Typed Portfolio Harness Reconstruction-0-2,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,4,TASE Typed Portfolio Harness Reconstruction-0-5,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,4,TASE Typed Portfolio Harness Reconstruction-0-6,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,3,TASE Typed Portfolio Harness Reconstruction-0-9,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,4,TASE Typed Portfolio Harness Reconstruction-0-10,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,4,Random Legal Harness Patch-0-9,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,6,TASE Typed Portfolio Harness Reconstruction-0-10,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,5,Same-Budget Safe Configuration Search-0-2,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,5,Same-Budget Safe Configuration Search-0-3,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,4,Random Legal Harness Patch-0-10,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,4,Random Legal Harness Patch-0-7,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,4,Random Legal Harness Patch-0-8,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,5,Same-Budget Safe Configuration Search-0-7,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,4,Random Legal Harness Patch-0-4,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,4,Random Legal Harness Patch-0-0,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,4,Same-Budget Safe Configuration Search-0-11,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,4,Same-Budget Safe Configuration Search-0-10,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,4,Same-Budget Safe Configuration Search-0-7,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,4,Same-Budget Safe Configuration Search-0-6,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,4,Same-Budget Safe Configuration Search-0-3,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,4,Same-Budget Safe Configuration Search-0-2,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,0,Same-Budget Safe Configuration Search-0-3,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,5,Same-Budget Safe Configuration Search-0-6,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,6,TASE Typed Portfolio Harness Reconstruction-0-9,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,6,Random Legal Harness Patch-0-4,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,5,TASE Typed Portfolio Harness Reconstruction-0-10,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,6,Random Legal Harness Patch-0-7,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,6,Random Legal Harness Patch-0-8,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,6,Random Legal Harness Patch-0-0,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,6,Same-Budget Safe Configuration Search-0-11,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,6,Same-Budget Safe Configuration Search-0-10,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,6,Same-Budget Safe Configuration Search-0-7,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,6,Same-Budget Safe Configuration Search-0-6,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,6,Same-Budget Safe Configuration Search-0-3,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Same-Budget Safe Configuration Search,0,6,Same-Budget Safe Configuration Search-0-2,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,6,Random Legal Harness Patch-0-9,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
Random Legal Harness Patch,0,6,Random Legal Harness Patch-0-10,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,6,TASE Typed Portfolio Harness Reconstruction-0-2,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
TASE Typed Portfolio Harness Reconstruction,0,5,TASE Typed Portfolio Harness Reconstruction-0-9,CLEAN_PANEL_W_STAR_CHANGED,0.0,0.0,FAILED_HARD_GATE
